No.,Name,Image,Game8 Link,Type,Abilities
130,Porygon2,https://img.game8.co/3396274/3dceadbd8f1e87e6194c9c4653b6ab10.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/436929,Normal,Trace&Download&Analytic
131,Porygon-Z,https://img.game8.co/3397495/37f0e43c4832412d0cb9e95a64e26b9b.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/436930,Normal,Adaptability&Download&Analytic
132,Joltik,https://img.game8.co/3397352/01b7a8bcb75c8473031d93013cf3f5d2.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/436046,Bug&Electric,Compoundeyes&Unnerve&Swarm
133,Galvantula,https://img.game8.co/3397322/e875536f1a5d2f5fde693664205f825d.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/436045,Bug&Electric,Compoundeyes&Unnerve&Swarm
134,Tynamo,https://j-img.game8.co/2217462/553ac0f18cd0e8b07dfe5fe6f1167ffb.png/show?1540449214,https://game8.co/games/Pokemon-Scarlet-Violet/archives/394497,Electric,Levitate
135,Eelektrik,https://j-img.game8.co/2217455/bf5f3315cc2d16efddbc6ddb6a24a449.png/show?1540449214,https://game8.co/games/Pokemon-Scarlet-Violet/archives/394498,Electric,Levitate
136,Eelektross,https://j-img.game8.co/2217506/8f407df86dfa8643894f4b657fe928f4.png/show?1540449214,https://game8.co/games/Pokemon-Scarlet-Violet/archives/388206,Electric,Levitate
137,Beldum,https://j-img.game8.co/6064615/459979ecb67cd5b5045008ee57ffbd92.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406187,Steel&Psychic,Clear Body&Light Metal
138,Metang,https://j-img.game8.co/6064618/4b4ba4c0fe5ef2c092d7a6286ee69937.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406188,Steel&Psychic,Clear Body&Light Metal
139,Metagross,https://j-img.game8.co/6064680/c6cbfc441507e5e919f9c9e775f3deab.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406189,Steel&Psychic,Clear Body&Light Metal
140,Axew,https://j-img.game8.co/4507479/0804e82aa1d6435c423d5c399f4c799b.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/397107,Dragon,Mold Breaker&Rivalry&Unnerve
141,Fraxure,https://j-img.game8.co/4507520/4bd059ea29a7c626d405f54a34af5521.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/397109,Dragon,Mold Breaker&Rivalry&Unnerve
142,Haxorus,https://j-img.game8.co/4507531/e3db3817d32c35f65a8e905e26f4583b.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/396998,Dragon,Mold Breaker&Rivalry&Unnerve
143,Seel,https://j-img.game8.co/6064346/2c7fc3fad5e4343d4b70fd2e49c0f956.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406179,Water,Thick Fat&Hydration&Ice Body
144,Dewgong,https://j-img.game8.co/6064315/770f6f4bf9a2061ee77a9ba9aba52891.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406180,Water&Ice,Thick Fat&Hydration&Ice Body
145,Lapras,https://j-img.game8.co/2216320/e021b8c1bf2d2c14e32586c4f582e1fb.png/show?1540444222,https://game8.co/games/Pokemon-Scarlet-Violet/archives/420935,Water&Ice,Water Absorb&Shell Armor&Hydration
146,Hisuian Qwilfish,https://img.game8.co/3487716/9f5d641431a6e21923c49c31df48d9ac.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/413512,Dark&Poison,Poison Point&Swift Swim
147,Overqwil,https://img.game8.co/3487717/5fec1ef546d90b0076597b29ccf989da.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/413560,Dark&Poison,Poison Point&Swift Swim&Intimidate
148,Solosis,https://img.game8.co/3397460/bbe83ab0f8e4bfbbab19c7e3412d04be.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/416169,Psychic,Overcoat&Magic Guard&Regenerator
149,Duosion,https://img.game8.co/3397466/8f8c8a80a383e2b3a27ec2ff00ded16c.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/416168,Psychic,Overcoat&Magic Guard&Regenerator
150,Reuniclus,https://img.game8.co/3397452/41bab9f18364ea26a7280939a9149ee7.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/416167,Psychic,Overcoat&Magic Guard&Regenerator
151,Snubbull,https://img.game8.co/3419701/cf79bc521630538dab24f99a72e2e5ed.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/436919,Fairy,Intimidate&Run Away&Rattled
152,Granbull,https://j-img.game8.co/2216418/fc697beb59d2e49e01da4da9d1936b57.png/show?1540444327,https://game8.co/games/Pokemon-Scarlet-Violet/archives/436920,Fairy,Intimidate&Quick Feet&Rattled
153,Cubchoo,https://j-img.game8.co/2217537/cb89052ae6b011bcb99ddd0a06708ab4.png/show?1540449214,https://game8.co/games/Pokemon-Scarlet-Violet/archives/388212,Ice,Snow Cloak&Slush Rush&Rattled
154,Beartic,https://j-img.game8.co/2217525/96692fecd71fe5fcc05e0ef24fdddfac.png/show?1540449214,https://game8.co/games/Pokemon-Scarlet-Violet/archives/388211,Ice,Snow Cloak&Slush Rush&Swift Swim
155,Alolan Sandshrew,https://img.game8.co/3397663/dfb5f0fb0535f03c226a5a958cddad4c.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/420936,Ice&Steel,Snow Cloak
156,Alolan Sandslash,https://img.game8.co/3397665/72a4a5b24f3135f9968a93afd94fa9a7.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/420937,Ice&Steel,Snow Cloak
157,Alolan Vulpix,https://img.game8.co/3397578/5ccd4eeb5ba4d089af63fe8a12bee636.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421485,Ice,Snow Cloak
158,Alolan Ninetales,https://img.game8.co/3397579/5fe42323bbf919f03b95132c0be06008.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421486,Ice&Fairy,Snow Cloak&Snow Warning
159,Snover,https://j-img.game8.co/4506984/908777cb2c9c89a433f828c2767d2722.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/393530,Grass&Ice,Snow Warning&Soundproof
160,Abomasnow,https://j-img.game8.co/4507043/41f3cb81e3e643dc001eacca45bc5a09.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/393531,Grass&Ice,Snow Warning&Soundproof
161,Duraludon,https://img.game8.co/3397069/0be4ea9762b9bac92494f157094a492b.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/420974,Steel&Dragon,Heavy Metal&Light Metal&Stalwart
162,Archaludon,https://img.game8.co/3747783/bf94b390d10fd5275609ae8c616ec966.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/420964,Steel&Dragon,Stamina&Sturdy&Stalwart
163,Hydrapple,https://img.game8.co/3833007/3c4deef39b4f63d67e99d401d5150eac.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/436838,Grass&Dragon,Supersweet Syrup&Regenerator&Sticky Hold
164,Bulbasaur,https://j-img.game8.co/2216228/b55df8b8fe1da2b2a6078a68848c8493.png/show?1540444219,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421493,Grass&Poison,Overgrow&Chlorophyll
165,Ivysaur,https://j-img.game8.co/2216272/3da2869732335a0756fcc659ce4cdc3a.png/show?1540444219,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421494,Grass&Poison,Overgrow&Chlorophyll
166,Venusaur,https://j-img.game8.co/2216181/ec5e2d94e72f5778b9bb52118e099465.png/show?1540444218,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421495,Grass&Poison,Overgrow&Chlorophyll
167,Charmander,https://j-img.game8.co/4505938/4347d48646f1ef02d6842246cd5fb503.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/395851,Fire,Blaze&Solar Power
168,Charmeleon,https://j-img.game8.co/4505894/812142a9952cedd3081b2ce78b7777ee.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/395852,Fire,Blaze&Solar Power
169,Charizard,https://j-img.game8.co/4505912/31d15be2b1e94bb37d689806fecdff75.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/395853,Fire&Flying,Blaze&Solar Power
170,Squirtle,https://j-img.game8.co/2216175/748673e4ac051fd6cc20fc07a9c755a2.png/show?1540444218,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421496,Water,Torrent&Rain Dish
171,Wartortle,https://j-img.game8.co/2216184/79320376adaa5f804a1549f85bc8429b.png/show?1540444218,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421497,Water,Torrent&Rain Dish
172,Blastoise,https://j-img.game8.co/2216256/883a62711d44e5c5d0a1c8e2dc253588.png/show?1540444219,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421498,Water,Torrent&Rain Dish
173,Chikorita,https://j-img.game8.co/2216353/f3382d68e4a59ed6f549647f718add7a.png/show?1540444326,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421499,Grass,Overgrow&Leaf Guard
174,Bayleef,https://j-img.game8.co/2216357/dc34a54a8f9d9db8cf4c3d87277fd1c9.png/show?1540444326,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421500,Grass,Overgrow&Leaf Guard
175,Meganium,https://j-img.game8.co/2216359/2f6e500f49bd170cdec14edb5f392fde.png/show?1540444326,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421501,Grass,Overgrow&Leaf Guard
176,Cyndaquil,https://j-img.game8.co/7935472/b866d4decb6ba7ff2da988d835c68f2a.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/409548,Fire,Blaze&Flash Fire
177,Quilava,https://j-img.game8.co/7935473/26be99bf729c53beae0bc7fd8a25958e.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/409547,Fire,Blaze&Flash Fire
178,Typhlosion,https://j-img.game8.co/7935469/9ed5bebc1c39cc7518ba86892b13b4f8.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/409546,Fire,Blaze&Flash Fire
179,Totodile,https://j-img.game8.co/2216351/00747699ec8b72ae970e08c726034d64.png/show?1540444326,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421502,Water,Torrent&Sheer Force
180,Croconaw,https://j-img.game8.co/2216354/da4fbdc776a9c9fad3d9b9c4b3298aab.png/show?1540444326,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421503,Water,Torrent&Sheer Force
181,Feraligatr,https://j-img.game8.co/2216374/86368db1804168ad6d984793f47d87c6.png/show?1540444326,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421504,Water,Torrent&Sheer Force
182,Treecko,https://j-img.game8.co/2216490/e99ed8659553d5482b26c507348afc6c.png/show?1540444401,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421505,Grass,Overgrow&Unburden
183,Grovyle,https://j-img.game8.co/2216516/f9dffbdede553761fd6ddf417780df64.png/show?1540444402,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421506,Grass,Overgrow&Unburden
184,Sceptile,https://j-img.game8.co/2216531/b91a8c0621bfced5d9b6afc37abd04e2.png/show?1540444402,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421507,Grass,Overgrow&Unburden
185,Torchic,https://j-img.game8.co/2216468/846dc8c5b2416d8137fb18d90c36cd60.png/show?1540444400,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421511,Fire,Blaze&Speed Boost
186,Combusken,https://j-img.game8.co/2216498/0eaf6ee5e2a84e8ad4f54887abd4a811.png/show?1540444401,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421512,Fire&Fighting,Blaze&Speed Boost
187,Blaziken,https://j-img.game8.co/2216509/39f87d3b73ad79859cb26dd03da4767e.png/show?1540444401,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421513,Fire&Fighting,Blaze&Speed Boost
188,Mudkip,https://j-img.game8.co/2216479/9e32bd8901337c3e26a338d944f6d529.png/show?1540444401,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421508,Water,Torrent&Damp
189,Marshtomp,https://j-img.game8.co/2216488/9bbe299131cce81ae5fdea6e41d9da7c.png/show?1540444401,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421509,Water&Ground,Torrent&Damp
190,Swampert,https://j-img.game8.co/2216533/91e491fde1e638aa28954292eea13764.png/show?1540444402,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421510,Water&Ground,Torrent&Damp
191,Turtwig,https://img.game8.co/3559671/67c447b15705902f6a440772366d04b4.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421514,Grass,Overgrow&Shell Armor
192,Grotle,https://img.game8.co/3559687/63cb5f9c554ad8ab9e96eff423879aa9.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421515,Grass,Overgrow&Shell Armor
193,Torterra,https://img.game8.co/3559697/bc42333c232bb9a0f9f83dc041d49830.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421516,Grass&Ground,Overgrow&Shell Armor
194,Chimchar,https://img.game8.co/3559663/c54dba9899b499410428cd7c751603f5.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421520,Fire,Blaze&Iron Fist
195,Monferno,https://img.game8.co/3559672/2ec3bcfb562889b0ea0fd7e9b8b541bb.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421521,Fire&Fighting,Blaze&Iron Fist
196,Infernape,https://img.game8.co/3559685/720c7e9fa386b9e52d975733574ed024.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421522,Fire&Fighting,Blaze&Iron Fist
197,Piplup,https://img.game8.co/3559675/a14c20a207fa64cff4d43fb68e39063f.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421517,Water,Torrent&Competitive
198,Prinplup,https://img.game8.co/3559664/6f00a11ce738c5dc6b1d49186587cbf2.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421518,Water,Torrent&Competitive
199,Empoleon,https://img.game8.co/3559665/adcc3b5296b581aca443af5f0fca27bb.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421519,Water&Steel,Torrent&Competitive
200,Snivy,https://j-img.game8.co/2217431/49d165bc43acd89324ef9356cd0bba2c.png/show?1540449213,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421523,Grass,Overgrow&Contrary
201,Servine,https://j-img.game8.co/2217430/ee5eb8fe9c83d9d6f8312967d2ea18bd.png/show?1540449213,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421524,Grass,Overgrow&Contrary
202,Serperior,https://j-img.game8.co/2217433/1fbb84b923628ae06710e6af21037fbe.png/show?1540449213,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421525,Grass,Overgrow&Contrary
203,Tepig,https://j-img.game8.co/2217429/a8769d9bda1f349721324479f08d1466.png/show?1540449213,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421526,Fire,Blaze&Thick Fat
204,Pignite,https://j-img.game8.co/2217440/8782af9e32caa0e315b243c202910017.png/show?1540449213,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421527,Fire&Fighting,Blaze&Thick Fat
205,Emboar,https://j-img.game8.co/2217508/04534da19706fc3785ee12f838d3120c.png/show?1540449214,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421528,Fire&Fighting,Blaze&Reckless
206,Oshawott,https://j-img.game8.co/2217435/08cf74750a05ce01d98b39806c0800fb.png/show?1540449213,https://game8.co/games/Pokemon-Scarlet-Violet/archives/408877,Water,Torrent&Shell Armor
207,Dewott,https://j-img.game8.co/2217434/5c41a61d76fa46e841ce3393ab675834.png/show?1540449213,https://game8.co/games/Pokemon-Scarlet-Violet/archives/408878,Water,Torrent&Shell Armor
208,Samurott,https://j-img.game8.co/2217447/a3328febeb2a9db0fed543ca0abf5e8f.png/show?1540449213,https://game8.co/games/Pokemon-Scarlet-Violet/archives/408879,Water,Torrent&Shell Armor
209,Chespin,https://j-img.game8.co/2217692/380ebfc4c942e30fe8c8774659483ef9.png/show?1540450165,https://game8.co/games/Pokemon-Scarlet-Violet/archives/411490,Grass,Overgrow&Bulletproof
210,Quilladin,https://j-img.game8.co/2217685/84c26ce8728983ad4d07d3a98dde17f3.png/show?1540450165,https://game8.co/games/Pokemon-Scarlet-Violet/archives/411491,Grass,Overgrow&Bulletproof
211,Chesnaught,https://j-img.game8.co/2217732/92b46388630b54a604caf365c5a0d29b.png/show?1540450165,https://game8.co/games/Pokemon-Scarlet-Violet/archives/411492,Grass&Fighting,Overgrow&Bulletproof
212,Fennekin,https://j-img.game8.co/2217681/e529de94a2959eb5e9a818850f97c915.png/show?1540450165,https://game8.co/games/Pokemon-Scarlet-Violet/archives/413843,Fire,Blaze&Magician
213,Braixen,https://j-img.game8.co/2217708/2250c801389f00428593c178fb389ebf.png/show?1540450165,https://game8.co/games/Pokemon-Scarlet-Violet/archives/413842,Fire,Blaze&Magician
214,Delphox,https://j-img.game8.co/2217687/3a48c13638b5db523999031c24dfec67.png/show?1540450165,https://game8.co/games/Pokemon-Scarlet-Violet/archives/413841,Fire&Psychic,Blaze&Magician
215,Froakie,https://j-img.game8.co/2217746/669839a82e026b57d86c14b2cc566be7.png/show?1540450166,https://game8.co/games/Pokemon-Scarlet-Violet/archives/402504,Water,Torrent&Protean
216,Frogadier,https://j-img.game8.co/2217700/b4a6e373bbdd2e13bc9b4c470a34c1c8.png/show?1540450165,https://game8.co/games/Pokemon-Scarlet-Violet/archives/402508,Water,Torrent&Protean
217,Greninja,https://j-img.game8.co/2217672/986a02a4813ae4e851425e5fdf914890.png/show?1540450165,https://game8.co/games/Pokemon-Scarlet-Violet/archives/402510,Water&Dark,Torrent&Protean
218,Rowlet,https://j-img.game8.co/4508339/c996b141ce3fdcaa650af2dac4e66936.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406857,Grass&Flying,Overgrow&Long Reach
219,Dartrix,https://j-img.game8.co/4508337/ea707524c21a0931b0548a13b92036fe.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406860,Grass&Flying,Overgrow&Long Reach
220,Decidueye,https://j-img.game8.co/4508342/ea3480b5e666741c5122bfa5ae6988dc.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406862,Grass&Ghost,Overgrow&Long Reach
221,Litten,https://img.game8.co/3397671/27bf629b3741b9e0cc0360738f8f25ed.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421532,Fire,Blaze&Intimidate
222,Torracat,https://img.game8.co/3397675/a47e0a5b6ce22d7296d6ae23fa563581.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421533,Fire,Blaze&Intimidate
223,Incineroar,https://img.game8.co/3397670/a939bf6ca6141a0e2d81d1724066a5b6.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421534,Fire&Dark,Blaze&Intimidate
224,Popplio,https://img.game8.co/3397669/fa8ee6c90c81373ac6bd4c99080572e7.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421529,Water,Torrent&Liquid Voice
225,Brionne,https://img.game8.co/3397674/c0802feba1e6d5538bbc2b46f49c3e26.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421530,Water,Torrent&Liquid Voice
226,Primarina,https://img.game8.co/3397677/127bc9b9c5597d23175e597bb57850de.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/421531,Water&Fairy,Torrent&Liquid Voice
227,Grookey,https://img.game8.co/3396328/fd5b4d889b82a188786703591ea821de.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/413838,Grass,Overgrow&Grassy Surge
228,Thwackey,https://img.game8.co/3396378/29083b638b3134102ee9440b59bf9198.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/413839,Grass,Overgrow&Grassy Surge
229,Rillaboom,https://img.game8.co/3396394/e49804f1e4a2a7b1a596a4bb6ff300e0.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/413840,Grass,Overgrow&Grassy Surge
230,Scorbunny,https://j-img.game8.co/4508601/7fe216be7ffa9a64e32820f1d617841d.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/401133,Fire,Blaze&Libero
231,Raboot,https://j-img.game8.co/4508616/d42179534f89197f529b619351350da4.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/401135,Fire,Blaze&Libero
232,Cinderace,https://j-img.game8.co/4508538/fdf74e35f3e74a21bea622c50a53db8a.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/401132,Fire,Blaze&Libero
233,Sobble,https://img.game8.co/3396382/9ca5d89dd9954fa964041900182dc499.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/410245,Water,Torrent&Sniper
234,Drizzile,https://img.game8.co/3396385/afab4383637dde59ef6cd45e9c063d15.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/410247,Water,Torrent&Sniper
235,Inteleon,https://img.game8.co/3396388/11b63e4a855bc173689e51af7464f80b.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/410248,Water,Torrent&Sniper
236,Gouging Fire,https://img.game8.co/3833009/833a7a0c80127fe272a256f15714a7f5.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/437121,Fire&Dragon,Protosynthesis
237,Raging Bolt,https://img.game8.co/3747753/20c125bb676a69ff74650adf80aaf749.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/420892,Dragon&Electric,Protosynthesis
238,Iron Crown,https://img.game8.co/3747754/ebc65a53223457b0a320b890d9ffcc04.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/420891,Steel&Psychic,Quark Drive
239,Iron Boulder,https://img.game8.co/3833010/8c11c14c0d1ba7e537ea506496a16610.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/437124,Rock&Psychic,Quark Drive
240,Terapagos,https://img.game8.co/3753898/28978dc0c9626bba2b4171e83bcf1469.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406145,Normal,Tera Shift
240.1,Terapagos (Terastal Form),https://img.game8.co/3653406/747b981dd2b9ed4be5daf0b1885994ed.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406145,Normal,Tera Shell
240.2,Terapagos (Stellar Form),https://img.game8.co/3809631/65901fbcde11c8dfb631c053bef43ffa.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406145,Normal,Teraform Zero
241,Walking Wake,https://img.game8.co/3653434/126ca366236b39d201759461e3f9f19b.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/406146,Water&Dragon,Protosynthesis
242,Iron Leaves,https://img.game8.co/3653435/34a04823a7ade16adc524d7fb60eabe7.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/405466,Grass&Psychic,Quark Drive
243,Pecharunt,https://img.game8.co/3822181/c9b3a5d33d9fa38482e138ee4d376a31.png/show,https://game8.co/games/Pokemon-Scarlet-Violet/archives/439289,Poison&Ghost,Poison Puppeteer
